,title,link,description,long_description,id,keyword_set
1309,rating captains eight teams ahead ipl,https://www.newspointapp.com/english-news/publisher-newsbytes/sports/ipl-2020-a-look-at-the-eight-captains/articleshow/145048207a7ca7a5477ff0b552500c172ae24326,rating captains eight teams ahead ipl jan cricket good captaincy usually difference winning losing teams bowling changes field placement,rating captains eight teams ahead ipl jan cricket good captaincy usually difference winning losing teams bowling changes field placement selecting playing xi captain plays crucial role shortest format indian premier league ipl witnessed superb captains dominating proceedings context ahead ipl rate eight captains rohit sharma sorted leader mumbai indi,2709,eight teams ahead ipl cricket good captaincy bowling changes field placement eight teams ahead losing teams
1310,bangalore haram core kelsa near private video,https://kannada.asianetnews.com/crime/man-leaks-intimating-video-of-couple-and-blackmailed-in-bengaluru-q3w6h9,bangalore jan strange case everyone must alert couple must read news case couples capture private videos come light manassu close button,bangalore jan strange case everyone must alert couple must read news case couples private videos captured threatened come light manassu close button,467,haram core kelsa private video manassu close button couple must read everyone must strange case private videos jan
1311,january world hindi day,https://www.newspointapp.com/odia-news/publisher-samajalive-odia/top-news/articleshow/145048205a8dc1b4d04d2523a5f244f83e799ea3,new delhi every day year famous historical reason especially january important hindi speaking people world hindi day celebrated day hindi,,2084,world hindi day january world hindi day hindi every day speaking people new delhi january historical reason
1312,cellphone showroom ut thanked kumaraswamy khadr,https://www.newspointapp.com/kannada-news/publisher-kannadadunia-kannada/top-news/articleshow/14504820cbbd424efad1c0a1309305a5b6b2e9f4,former chief minister hd deve gowda former minister ut kumaraswamy released cd khader thanked newspapers mangalore,former chief minister hd devendra accused violence violence mangalore former minister ut kumaraswamy released cd khader thanked newspapers mangalore,2919,cd khader thanked mangalore
1313,shivraj chauhan tax zaibat kamal nath govt say madhya pradesh bikam madeira pradesh,https://www.newspointapp.com/english-news/publisher-catchnews/top-news/shivraj-chouhan-takes-jib-kamal-nath-govt-says-madhya-pradesh-become-madira-pradesh/articleshow/14504820a6d25f7682ca818a17e65f5a010e9528,former madhya pradesh chief minister shivraj singh chouhan friday slammed congress ruled state govt said madhya pradesh soon turn madira pradesh chouhans comment came kama,,672,madeira pradesh ruled state govt friday slammed congress said madhya pradesh madira pradesh soon turn kama comment came
1314,mayor expressed doubts freedom book publishing rationalists,https://www.newspointapp.com/bengali-news/publisher-enewsbangla-bengali/top-news/articleshow/145048206f69edccb9b6d03bf2814a9b0e37d39a,mayor asansol municipality jitendra tiwari criticized central government inauguration ceremony th book fair asansol polo maidan friday,mayor jitendra tiwari asansol municipality criticized central government inauguration th book fair asansol polo ground friday expressing doubts freedom expression logic books,1092,mayor expressed doubts book publishing asansol polo maidan th book fair inauguration ceremony central government
1315,ali fazal meets russell brand thanks podcasts giving books,https://www.newspointapp.com/english-news/publisher-bollywoodhungama/top-news/ali-fazal-meets-russell-brand-thanks-him-his-podcasts-giving-him-books/articleshow/145048200c0365c582047fb02102f38651c0183a,ali fazal one underrated actors industry made big name hollywood well part fast furious part death nil,ali fazal one underrated actors industry made big name hollywood well part fast furious part death nile ali made us proud recent pictures uploaded seen posing russell brand couple selfies ali seen showing scar cheek posted picture caption two peacekeepers met rage hehe thank russellbrand th,30,underrated actors nil furious big name ali fazal
1316,yorker king bumra set aside aswin record,https://tamil.samayam.com/sports/cricket/news/ind-vs-sl-jasprit-bumrah-become-indias-leading-t20i-wicket-taker-in-3rd-t20-against-sri-lanka/articleshow/73193600.cms,new delhi indian batsman bumra reached another milestone third match sri lanka,new delhi bumrah set another milestone third match sri lanka,2710,third i match sri lanka new delhi
1317,virat kohli break dhonis historic record scoring run third sri lanka,https://www.newspointapp.com/bengali-news/publisher-sportzwiki-bengali/top-news/articleshow/145048201655014e5a490eb93158d2b4b1e4ab56,virat kohli captain indian cricket team called greatest record man international cricket today virat kohli international cricket every innings batting every,captain indian cricket team virat kohli called greatest record man international cricket date virat kohli batting innings every,4652,scoring run virat kohli third i sri lanka historic record break dhoni virat kohli international cricket international cricket today indian cricket team greatest record man virat kohli every innings every
1318,decisions including increased hostel fees may withdrawn central government assured students,http://anweshanam.com/india/news/jnu-central-gvt-assures-to-withdraw-fee-hike,new delhi classes jnu disrupted due hostel fee hike clashes resume monday vice chancellor jagadish kumar said meanwhile increased hostel fees,new delhi vice chancellor jagdish kumar said classes jnu resumed monday due hostel fee hikes tensions time hostel fees,5595,including increased hostel fees central government assured vice chancellor jagadish kumar increased hostel fees hostel fee hike new delhi disrupted due
